File  .text     Size                      Crate Name
0.0%   0.0%      16B                        std core::task::wake::RawWaker::new
0.0%   0.0%      16B                        std core::hint::unreachable_unchecked::precondition_check
0.0%   0.0%      16B           embassy_executor core::cell::Cell<T>::replace
0.0%   0.0%      16B                        std core::hint::unreachable_unchecked::precondition_check
0.0%   0.0%      16B   embassy_time_queue_utils core::cell::Cell<T>::set
0.0%   0.0%      16B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::load::{{closure}}
0.0%   0.0%      16B                 embassy_rp embassy_rp::time_driver::__cortex_m_rt_TIMER_IRQ_0
0.0%   0.0%      16B                 embassy_rp _embassy_time_now
0.0%   0.0%      16B                 embassy_rp core::ptr::drop_in_place<embassy_rp::critical_section_impl::Spinlock<31_usize>>
0.0%   0.0%      16B                 embassy_rp core::ptr::drop_in_place<core::cell::BorrowRefMut>
0.0%   0.0%      16B                 embassy_rp embassy_rp::flash::ram_helpers::write_flash_inner::{{closure}}
0.0%   0.0%      16B                 embassy_rp <embassy_rp::usb::In as embassy_rp::usb::Dir>::dir
0.0%   0.0%      16B                 embassy_rp <embassy_rp::critical_section_impl::Spinlock<_> as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                 embassy_rp <core::cell::BorrowRefMut as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::Pin::pin
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::Pin::degrade
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::Pin::degrade
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::Pin::degrade
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::SealedPin::_bank
0.0%   0.0%      16B                        std <core::cell::BorrowRefMut as core::ops::drop::Drop>::drop
0.0%   0.0%      16B embassy_net_driver_channel core::ptr::drop_in_place<core::cell::BorrowRefMut>
0.0%   0.0%      16B                embassy_usb core::sync::atomic::AtomicBool::new
0.0%   0.0%      16B                embassy_usb <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      16B                embassy_usb <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      16B                embassy_usb <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      16B                embassy_usb <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      16B                        log log::MetadataBuilder::build
0.0%   0.0%      16B                        log log::RecordBuilder::build
0.0%   0.0%      16B                        log log::RecordBuilder::line
0.0%   0.0%      16B                        log log::RecordBuilder::target
0.0%   0.0%      16B      linked_list_allocator core::iter::range::<impl core::iter::traits::iterator::Iterator for core::ops::range::Range<A>...
0.0%   0.0%      16B                        std <core::cell::BorrowRefMut as core::ops::drop::Drop>::drop
0.0%   0.0%      16B             embedded_alloc core::ptr::drop_in_place<core::cell::BorrowRefMut>
0.0%   0.0%      16B                        std <T as core::convert::Into<U>>::into
0.0%   0.0%      16B                  heapless? <heapless::vec::Vec<T,_> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      16B                  heapless? <heapless::vec::Vec<T,_> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      16B                  heapless? <heapless::vec::Vec<T,_> as core::ops::deref::Deref>::deref
0.0%   0.0%      16B                        std <core::str::pattern::CharPredicateSearcher<F> as core::str::pattern::Searcher>::next_reject
0.0%   0.0%      16B                        std <core::str::pattern::CharPredicateSearcher<F> as core::str::pattern::Searcher>::next_match
0.0%   0.0%      16B                        std <core::str::pattern::CharPredicateSearcher<F> as core::str::pattern::ReverseSearcher>::next_re...
0.0%   0.0%      16B                      fixed fixed::int_helper::IntFixed<i32>::fixed
0.0%   0.0%      16B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      16B                        std core::fmt::Write::write_fmt
0.0%   0.0%      16B                        std <core::iter::sources::from_fn::FromFn<F> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      16B                        std <core::iter::sources::from_fn::FromFn<F> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      16B                        std <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::SealedPin::_bank
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::SealedPin::_bank
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::SealedPin::_bank
0.0%   0.0%      16B                  cnc_brain cnc_brain::core0_main::{{closure}}
0.0%   0.0%      16B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      16B                        std <core::str::iter::Split<P> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut
0.0%   0.0%      16B                embassy_usb embassy_usb::Handler::set_alternate_setting
0.0%   0.0%      16B                  arrayvec? <arrayvec::arrayvec::ArrayVec<T,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                embassy_rp? <embassy_rp::pio::Common<PIO> as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                  heapless? <heapless::vec::Vec<T,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                  heapless? <heapless::vec::Vec<T,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      16B                        std core::ptr::drop_in_place<core::cell::UnsafeCell<embassy_sync::pipe::PipeState<1024_usize>>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<heapless::vec::Vec<&mut dyn embassy_usb::Handler,4_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::pio::StateMachine<embassy_rp::peripherals::PIO0,3_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::pio::StateMachine<embassy_rp::peripherals::PIO0,2_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::pio::StateMachine<embassy_rp::peripherals::PIO0,1_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::pio::StateMachine<embassy_rp::peripherals::PIO0,0_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_usb_logger::UsbLogger<1024_usize,cnc_brain::Handler>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::dma::Transfer<embassy_rp::peripherals::DMA_CH0>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_sync::waitqueue::waker_registration::WakerRegistration>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::pio::Common<embassy_rp::peripherals::PIO0>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<heapless::vec::Vec<embassy_usb::Interface,4_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<cnc_brain::step_consumer::{{closure}}>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<arrayvec::arrayvec::ArrayVec<u16,32_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<core::array::iter::IntoIter<u16,11_usize>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<alloc::raw_vec::RawVec<u32>>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::gpio::Output>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_rp::gpio::Flex>
0.0%   0.0%      16B                        std core::ptr::drop_in_place<arrayvec::arrayvec::ScopeExitGuard<&mut u32,usize,arrayvec::arrayvec:...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_sync::blocking_mutex::Mutex<embassy_sync::blocking_mutex::raw...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<pio::ProgramWithDefines<cnc_brain::__core1_main_task::{{closure}}::Ex...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_usb::builder::FunctionBuilder<embassy_rp::usb::Driver<embassy...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<core::cell::UnsafeCell<core::cell::RefCell<embassy_sync::pipe::PipeSt...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<core::cell::UnsafeCell<embassy_sync::waitqueue::waker_registration::W...
0.0%   0.0%      16B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::TaskPool<F,_>::_spawn_async_fn
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::TaskPool<F,_>::_spawn_async_fn
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::TaskPool<F,_>::_spawn_async_fn
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::TaskPool<F,_>::_spawn_async_fn
0.0%   0.0%      16B           embassy_executor embassy_executor::_export::TaskPoolRef::get
0.0%   0.0%      16B           embassy_executor embassy_executor::_export::TaskPoolRef::get
0.0%   0.0%      16B           embassy_executor embassy_executor::_export::TaskPoolRef::get
0.0%   0.0%      16B           embassy_executor embassy_executor::_export::TaskPoolRef::get
0.0%   0.0%      16B           embassy_executor embassy_executor::_export::TaskPoolRef::get
0.0%   0.0%      16B                        std core::hint::unreachable_unchecked::precondition_check
0.0%   0.0%      16B               embassy_sync embassy_sync::channel::Channel<M,T,_>::lock
0.0%   0.0%      16B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_receive::{{closure}}
0.0%   0.0%      16B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_receive
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::state::State::update
0.0%   0.0%      16B           embassy_executor embassy_executor::raw::state::State::update
0.0%   0.0%      16B                  cnc_brain cnc_brain::__cortex_m_rt_SWI_IRQ_0
0.0%   0.0%      16B                        std core::iter::adapters::peekable::Peekable<I>::peek::{{closure}}
0.0%   0.0%      16B                        std core::iter::adapters::peekable::Peekable<I>::peek::{{closure}}
0.0%   0.0%      16B                 embassy_rp embassy_rp::gpio::Output::toggle
0.0%   0.0%      16B                        std <core::iter::adapters::zip::Zip<A,B> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      16B                   arrayvec <arrayvec::arrayvec::ArrayVec<T,_> as arrayvec::arrayvec_impl::ArrayVecImpl>::as_ptr
0.0%   0.0%      16B                   arrayvec <arrayvec::arrayvec::ArrayVec<T,_> as arrayvec::arrayvec_impl::ArrayVecImpl>::as_mut_ptr
0.0%   0.0%      16B                   arrayvec arrayvec::arrayvec::ArrayVec<T,_>::as_slice
0.0%   0.0%      16B                   arrayvec arrayvec::arrayvec::ArrayVec<T,_>::clear
0.0%   0.0%      16B                   arrayvec arrayvec::arrayvec::ArrayVec<T,_>::as_mut_ptr
0.0%   0.0%      16B                  arrayvec? <arrayvec::arrayvec::ArrayVec<T,_> as core::ops::deref::Deref>::deref
0.0%   0.0%      16B                  arrayvec? <arrayvec::arrayvec::ArrayVec<T,_> as core::iter::traits::collect::Extend<T>>::extend
0.0%   0.0%      16B                       std? <alloc::vec::Vec<T,A> as core::ops::deref::Deref>::deref
0.0%   0.0%      16B                embassy_rp? <embassy_rp::pio::ShiftDirection as core::default::Default>::default
0.0%   0.0%      16B                embassy_rp? <embassy_rp::pio::ExecConfig as core::default::Default>::default
0.0%   0.0%      16B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::__iterator_get_unchecked
0.0%   0.0%      16B                        std <core::option::Option<T> as core::default::Default>::default
0.0%   0.0%      16B                 embassy_rp <embassy_rp::pio::InterruptHandler<PIO> as embassy_rp::interrupt::typelevel::Handler<<PIO as e...
0.0%   0.0%      16B                 embassy_rp embassy_rp::pio::StateMachineTx<PIO,_>::dma_push::{{closure}}
0.0%   0.0%      14B                        std core::slice::<impl [T]>::copy_from_slice::len_mismatch_fail
0.0%   0.0%      14B                        std alloc::alloc::handle_alloc_error
0.0%   0.0%      14B               embassy_sync embassy_sync::waitqueue::waker_registration::WakerRegistration::new
0.0%   0.0%      14B           embassy_executor embassy_executor::raw::TaskRef::header
0.0%   0.0%      14B           embassy_executor embassy_executor::arch::thread::Executor::new
0.0%   0.0%      14B           embassy_executor core::option::Option<T>::is_none
0.0%   0.0%      14B                        pio pio::SideSet::pindirs
0.0%   0.0%      14B                        pio pio::SideSet::optional
0.0%   0.0%      14B               embassy_time embassy_time::instant::Instant::as_ticks
0.0%   0.0%      14B   embassy_time_queue_utils core::cell::Cell<T>::get
0.0%   0.0%      14B                 embassy_rp <u32 as embassy_rp::dma::Word>::size
0.0%   0.0%      14B                 embassy_rp embassy_rp::rom_data::inner::rom_hword_as_ptr
0.0%   0.0%      14B                 embassy_rp core::ops::function::FnOnce::call_once
0.0%   0.0%      14B                 embassy_rp <embassy_rp::gpio::AnyPin as core::convert::From<embassy_rp::peripherals::PIN_25>>::from
0.0%   0.0%      14B                 embassy_rp <embassy_rp::gpio::AnyPin as core::convert::From<embassy_rp::peripherals::PIN_1>>::from
0.0%   0.0%      14B                 embassy_rp <embassy_rp::gpio::AnyPin as core::convert::From<embassy_rp::peripherals::PIN_0>>::from
0.0%   0.0%      14B                embassy_usb <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      14B                embassy_usb embassy_usb::msos::MsOsDescriptorWriter::is_empty
0.0%   0.0%      14B                embassy_usb embassy_usb::msos::MsOsDescriptorSet::descriptor
0.0%   0.0%      14B                        log core::option::Option<T>::is_some
0.0%   0.0%      14B                        std core::panic::location::Location::file
0.0%   0.0%      14B      linked_list_allocator linked_list_allocator::hole::Cursor::current
0.0%   0.0%      14B                        std core::alloc::layout::Layout::align
0.0%   0.0%      14B                        std <T as core::convert::Into<U>>::into
0.0%   0.0%      14B                        std <core::str::pattern::CharPredicateSearcher<F> as core::str::pattern::Searcher>::haystack
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      14B                        std core::iter::sources::from_fn::from_fn
0.0%   0.0%      14B                        std core::result::Result<T,E>::is_ok
0.0%   0.0%      14B                        std core::result::Result<T,E>::is_ok
0.0%   0.0%      14B                        std core::result::Result<T,E>::is_ok
0.0%   0.0%      14B                        std core::result::Result<T,E>::is_ok
0.0%   0.0%      14B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      14B                        std <T as core::convert::Into<U>>::into
0.0%   0.0%      14B                        std <T as core::convert::Into<U>>::into
0.0%   0.0%      14B                        std <T as core::convert::Into<U>>::into
0.0%   0.0%      14B                  cnc_brain cnc_brain::controller::{{closure}}
0.0%   0.0%      14B                  cnc_brain cnc_brain::step_consumer::{{closure}}
0.0%   0.0%      14B                  cnc_brain cnc_brain::core1_main::{{closure}}
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                 embassy_rp embassy_rp::usb::EndpointBuffer<T>::new
0.0%   0.0%      14B           embassy_executor embassy_executor::raw::util::SyncUnsafeCell<T>::set
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B               embassy_sync embassy_sync::ring_buffer::RingBuffer<_>::is_full
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B         embassy_usb_driver embassy_usb_driver::EndpointAddress::index
0.0%   0.0%      14B                        std core::alloc::layout::Layout::align
0.0%   0.0%      14B                 embassy_rp embassy_rp::dma::Transfer<C>::new
0.0%   0.0%      14B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::Try>::from_output
0.0%   0.0%      14B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::Try>::from_output
0.0%   0.0%      14B                        log log::__private_api::<impl log::__private_api::sealed::KVs for ()>::into_kvs
0.0%   0.0%      14B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      14B                embassy_rp? <embassy_rp::pio::FifoJoin as core::default::Default>::default
0.0%   0.0%      14B                        std core::option::Option<T>::is_none
0.0%   0.0%      14B                        std core::option::Option<T>::is_none
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      14B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::SyncUnsafeCell<T>::get
0.0%   0.0%      12B           embassy_executor <core::option::Option<T> as core::default::Default>::default
0.0%   0.0%      12B           embassy_executor core::cell::Cell<T>::set
0.0%   0.0%      12B           embassy_executor core::cell::Cell<T>::set
0.0%   0.0%      12B       embassy_hal_internal embassy_hal_internal::interrupt::<impl core::convert::From<embassy_hal_internal::interrupt::Pr...
0.0%   0.0%      12B       embassy_hal_internal core::ptr::mut_ptr::<impl *mut T>::is_null
0.0%   0.0%      12B                      fixed core::cell::Cell<T>::set
0.0%   0.0%      12B                 embassy_rp embassy_sync::blocking_mutex::Mutex<embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex...
0.0%   0.0%      12B                 embassy_rp embassy_sync::blocking_mutex::Mutex<embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex...
0.0%   0.0%      12B                embassy_usb embassy_usb::control::Request::descriptor_type_index
0.0%   0.0%      12B                        log <log::NopLogger as log::Log>::enabled
0.0%   0.0%      12B                        log log::RecordBuilder::level
0.0%   0.0%      12B                        log core::cell::Cell<T>::set
0.0%   0.0%      12B      linked_list_allocator linked_list_allocator::hole::Cursor::previous
0.0%   0.0%      12B      linked_list_allocator <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      12B      linked_list_allocator <core::option::Option<T> as core::ops::try_trait::FromResidual<core::option::Option<core::conv...
0.0%   0.0%      12B            embedded_alloc? <embedded_alloc::llff::Heap as core::alloc::global::GlobalAlloc>::alloc::{{closure}}
0.0%   0.0%      12B                        std <core::ops::range::RangeFull as core::slice::index::SliceIndex<[T]>>::index_mut
0.0%   0.0%      12B                        std core::ptr::mut_ptr::<impl *mut T>::is_null
0.0%   0.0%      12B        embassy_usb_logger? <embassy_usb_logger::UsbLogger<_,T> as log::Log>::enabled
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B                        std core::str::<impl str>::chars
0.0%   0.0%      12B                        std <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      12B                        std <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      12B                 embassy_rp embassy_rp::interrupt::typelevel::Interrupt::unpend
0.0%   0.0%      12B                 embassy_rp embassy_rp::interrupt::typelevel::Interrupt::unpend
0.0%   0.0%      12B                 embassy_rp embassy_rp::interrupt::typelevel::Interrupt::enable
0.0%   0.0%      12B                 embassy_rp embassy_rp::interrupt::typelevel::Interrupt::enable
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new_failed
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new_failed
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new_failed
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new_failed
0.0%   0.0%      12B           embassy_executor embassy_executor::spawner::SpawnToken<S>::new_failed
0.0%   0.0%      12B                embassy_usb embassy_usb::builder::Builder<D>::control_buf_len
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut_ptr
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut_ptr
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut_ptr
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut_ptr
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::util::UninitCell<T>::as_mut_ptr
0.0%   0.0%      12B                embassy_usb embassy_usb::Handler::suspended
0.0%   0.0%      12B                embassy_usb embassy_usb::Handler::addressed
0.0%   0.0%      12B                embassy_usb embassy_usb::Handler::enabled
0.0%   0.0%      12B                embassy_usb embassy_usb::Handler::remote_wakeup_enabled
0.0%   0.0%      12B                embassy_usb embassy_usb::Handler::configured
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim::{{closure}}
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim::{{closure}}
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim::{{closure}}
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim::{{closure}}
0.0%   0.0%      12B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim::{{closure}}
0.0%   0.0%      12B                        std core::cell::Cell<T>::set
0.0%   0.0%      12B                        std core::cell::Cell<T>::set
0.0%   0.0%      12B         embassy_usb_driver embassy_usb_driver::EndpointAddress::is_in
0.0%   0.0%      12B                  cnc_brain cnc_brain::__step_consumer_task
0.0%   0.0%      12B                  cnc_brain cnc_brain::__core1_main_task
0.0%   0.0%      12B                   arrayvec <arrayvec::arrayvec::ArrayVec<T,_> as arrayvec::arrayvec_impl::ArrayVecImpl>::len
0.0%   0.0%      12B                 embassy_rp embassy_rp::relocate::RelocatedProgram<_>::new_with_origin
0.0%   0.0%      12B                        std <core::option::Option<T> as core::ops::try_trait::FromResidual<core::option::Option<core::conv...
0.0%   0.0%      12B                        std <core::option::Option<T> as core::ops::try_trait::FromResidual<core::option::Option<core::conv...
0.0%   0.0%      10B                  [Unknown] __aeabi_uidiv
0.0%   0.0%      10B                  [Unknown] __aeabi_dadd
0.0%   0.0%      10B                  [Unknown] __aeabi_fmul
0.0%   0.0%      10B                  [Unknown] __aeabi_dmul
0.0%   0.0%      10B                  [Unknown] __aeabi_memcpy
0.0%   0.0%      10B                  [Unknown] __aeabi_fdiv
0.0%   0.0%      10B                  [Unknown] __aeabi_fadd
0.0%   0.0%      10B                     hash32 <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      10B           embassy_executor embassy_executor::spawner::Spawner::for_current_executor
0.0%   0.0%      10B           embassy_executor embassy_executor::raw::TaskRef::as_ptr
0.0%   0.0%      10B           embassy_executor embassy_executor::raw::TaskRef::dangling
0.0%   0.0%      10B           embassy_executor <embassy_executor::arch::__pender::Irq as cortex_m::interrupt::InterruptNumber>::number
0.0%   0.0%      10B                        std core::task::wake::Waker::from_raw
0.0%   0.0%      10B                        std core::task::wake::Waker::vtable
0.0%   0.0%      10B                        std core::task::wake::Waker::data
0.0%   0.0%      10B           embassy_executor core::cell::Cell<T>::get
0.0%   0.0%      10B           embassy_executor core::cell::Cell<T>::get
0.0%   0.0%      10B           embassy_executor critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B           embassy_executor critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B           embassy_executor critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B           embassy_executor critical_section::mutex::Mutex<T>::new
0.0%   0.0%      10B                     rp_pac rp_pac::inner::rosc::vals::Passwd::to_bits
0.0%   0.0%      10B                     rp_pac rp_pac::inner::rosc::vals::FreqRange::to_bits
0.0%   0.0%      10B                     rp_pac rp_pac::inner::rosc::vals::Enable::to_bits
0.0%   0.0%      10B                     rp_pac rp_pac::inner::rosc::vals::Div::to_bits
0.0%   0.0%      10B                     rp_pac rp_pac::inner::xosc::vals::Enable::to_bits
0.0%   0.0%      10B                     rp_pac rp_pac::inner::xosc::vals::CtrlFreqRange::to_bits
0.0%   0.0%      10B                      fixed core::cell::Cell<T>::get
0.0%   0.0%      10B                        pio pio::SideSet::bits
0.0%   0.0%      10B        embassy_time_driver embassy_time_driver::now
0.0%   0.0%      10B               embassy_time embassy_time::instant::Instant::checked_add::{{closure}}
0.0%   0.0%      10B               embassy_time embassy_time::instant::Instant::now
0.0%   0.0%      10B               embassy_time <&mut T as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B               embassy_time <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B               embassy_time core::future::poll_fn::poll_fn
0.0%   0.0%      10B                        std core::task::wake::Context::waker
0.0%   0.0%      10B                 embassy_rp DMA_IRQ_0
0.0%   0.0%      10B                 embassy_rp TIMER_IRQ_0
0.0%   0.0%      10B                 embassy_rp embassy_rp::Peripherals::take
0.0%   0.0%      10B                 embassy_rp _critical_section_1_0_acquire
0.0%   0.0%      10B                 embassy_rp <embassy_rp::critical_section_impl::RpSpinlockCs as critical_section::Impl>::acquire
0.0%   0.0%      10B                 embassy_rp <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                 embassy_rp IO_IRQ_BANK0
0.0%   0.0%      10B                 embassy_rp <embassy_rp::peripherals::DMA_CH0 as embassy_rp::dma::Channel>::number
0.0%   0.0%      10B                 embassy_rp <embassy_rp::gpio::AnyPin as embassy_rp::gpio::SealedPin>::pin_bank
0.0%   0.0%      10B                embassy_usb embassy_usb::Inner<D>::handle_control_in_delegated::extend_lifetime
0.0%   0.0%      10B                embassy_usb embassy_usb::types::<impl core::convert::From<embassy_usb::types::StringIndex> for u8>::from
0.0%   0.0%      10B                embassy_usb embassy_usb::types::StringIndex::new
0.0%   0.0%      10B                embassy_usb embassy_usb::types::<impl core::convert::From<embassy_usb::types::InterfaceNumber> for u8>::from
0.0%   0.0%      10B                embassy_usb embassy_usb::types::InterfaceNumber::new
0.0%   0.0%      10B                embassy_usb embassy_usb::descriptor_reader::Reader::new
0.0%   0.0%      10B                embassy_usb <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B         embassy_usb_driver embassy_usb_driver::<impl core::convert::From<embassy_usb_driver::EndpointAddress> for u8>::from
0.0%   0.0%      10B                embassy_usb embassy_usb::msos::MsOsDescriptorSet::len
